,date,weekday,is_festival,guests,sales,assigned_staff,total_staff_level,staff_count,sale_per_guest,staff_per_guest,level_per_staff,month,season,Unnamed: 0,weather_code (wmo code),temperature_2m_mean (°C),snowfall_sum (cm),rain_sum (mm)
1251,2003-06-05,Thursday,0,143,171533,"['Eve', 'Ivy', 'Bob']",12,3,1199.5314685314686,0.0209790209790209,4.0,6,summer,6891.0,2.0,20.6,0.0,0.0
1252,2003-06-06,Friday,0,162,194395,"['Eve', 'Ivy', 'David']",14,3,1199.969135802469,0.0185185185185185,4.666666666666667,6,summer,6892.0,3.0,21.5,0.0,0.0
1253,2003-06-07,Saturday,0,282,338418,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Uma']",25,5,1200.063829787234,0.0177304964539007,5.0,6,summer,6893.0,53.0,20.3,0.0,1.1
1254,2003-06-08,Sunday,0,218,261583,"['Eve', 'Ivy', 'Mia', 'David']",19,4,1199.9220183486239,0.018348623853211,4.75,6,summer,6894.0,51.0,20.7,0.0,0.2
1255,2003-06-09,Monday,0,138,165692,"['Eve', 'Ivy', 'Bob']",12,3,1200.6666666666667,0.0217391304347826,4.0,6,summer,6895.0,3.0,19.1,0.0,0.0
1256,2003-06-10,Tuesday,0,165,197947,"['Eve', 'Ivy', 'David']",14,3,1199.678787878788,0.0181818181818181,4.666666666666667,6,summer,6896.0,51.0,19.4,0.0,0.3
1257,2003-06-11,Wednesday,0,176,211232,"['Eve', 'Ivy', 'Mia']",15,3,1200.1818181818182,0.0170454545454545,5.0,6,summer,6897.0,3.0,20.3,0.0,0.0
1258,2003-06-12,Thursday,0,137,164419,"['Eve', 'Ivy', 'Bob']",12,3,1200.1386861313867,0.0218978102189781,4.0,6,summer,6898.0,53.0,21.8,0.0,3.8
1259,2003-06-13,Friday,0,128,153660,"['Eve', 'Ivy', 'Alice']",11,3,1200.46875,0.0234375,3.6666666666666665,6,summer,6899.0,51.0,23.7,0.0,0.2
1260,2003-06-14,Saturday,0,248,297514,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Bob']",22,5,1199.6532258064517,0.0201612903225806,4.4,6,summer,6900.0,61.0,23.2,0.0,15.9
1261,2003-06-15,Sunday,0,197,236428,"['Eve', 'Ivy', 'Mia', 'Bob']",17,4,1200.1421319796955,0.0203045685279187,4.25,6,summer,6901.0,53.0,20.8,0.0,2.3
1262,2003-06-16,Monday,0,171,205129,"['Eve', 'Ivy', 'Mia']",15,3,1199.5847953216373,0.0175438596491228,5.0,6,summer,6902.0,53.0,22.7,0.0,2.2
1263,2003-06-17,Tuesday,0,104,124831,"['Eve', 'David']",9,2,1200.298076923077,0.0192307692307692,4.5,6,summer,6903.0,55.0,22.3,0.0,4.6
1264,2003-06-18,Wednesday,0,131,157211,"['Eve', 'Ivy', 'Alice']",11,3,1200.0839694656488,0.0229007633587786,3.6666666666666665,6,summer,6904.0,51.0,23.1,0.0,1.8
1265,2003-06-19,Thursday,0,146,175135,"['Eve', 'Ivy', 'Charlie']",13,3,1199.554794520548,0.0205479452054794,4.333333333333333,6,summer,6905.0,3.0,25.4,0.0,0.0
1266,2003-06-20,Friday,0,112,134439,"['Eve', 'Ivy']",10,2,1200.3482142857142,0.0178571428571428,5.0,6,summer,6906.0,51.0,25.1,0.0,0.3
1267,2003-06-21,Saturday,0,295,353973,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Uma', 'Alice']",26,6,1199.9084745762711,0.0203389830508474,4.333333333333333,6,summer,6907.0,3.0,25.0,0.0,0.0
1268,2003-06-22,Sunday,0,283,339630,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Uma']",25,5,1200.1060070671379,0.0176678445229682,5.0,6,summer,6908.0,53.0,23.4,0.0,2.9
1269,2003-06-23,Monday,0,118,141580,"['Eve', 'Ivy']",10,2,1199.8305084745762,0.0169491525423728,5.0,6,summer,6909.0,51.0,21.5,0.0,1.4
1270,2003-06-24,Tuesday,0,114,136899,"['Eve', 'Ivy']",10,2,1200.8684210526317,0.0175438596491228,5.0,6,summer,6910.0,61.0,21.2,0.0,17.1
1271,2003-06-25,Wednesday,0,101,121100,"['Eve', 'David']",9,2,1199.009900990099,0.0198019801980198,4.5,6,summer,6911.0,63.0,20.3,0.0,22.4
1272,2003-06-26,Thursday,0,139,166756,"['Eve', 'Ivy', 'Bob']",12,3,1199.68345323741,0.0215827338129496,4.0,6,summer,6912.0,51.0,19.5,0.0,0.6
1273,2003-06-27,Friday,0,162,194305,"['Eve', 'Ivy', 'David']",14,3,1199.4135802469136,0.0185185185185185,4.666666666666667,6,summer,6913.0,55.0,22.4,0.0,4.8
1274,2003-06-28,Saturday,0,294,352717,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Uma', 'Alice']",26,6,1199.7176870748299,0.0204081632653061,4.333333333333333,6,summer,6914.0,53.0,22.9,0.0,2.7
1275,2003-06-29,Sunday,0,276,331262,"['Eve', 'Ivy', 'Mia', 'Quinn', 'David']",24,5,1200.2246376811595,0.0181159420289855,4.8,6,summer,6915.0,51.0,23.8,0.0,1.1
1276,2003-06-30,Monday,0,117,140368,"['Eve', 'Ivy']",10,2,1199.7264957264956,0.017094017094017,5.0,6,summer,6916.0,53.0,23.0,0.0,1.9
1277,2003-07-01,Tuesday,0,170,203906,"['Eve', 'Ivy', 'Mia']",15,3,1199.4470588235295,0.0176470588235294,5.0,7,summer,6917.0,53.0,20.7,0.0,5.5
1278,2003-07-02,Wednesday,0,136,163207,"['Eve', 'Ivy', 'Bob']",12,3,1200.0514705882354,0.0220588235294117,4.0,7,summer,6918.0,51.0,21.1,0.0,0.1
1279,2003-07-03,Thursday,0,139,166886,"['Eve', 'Ivy', 'Bob']",12,3,1200.6187050359713,0.0215827338129496,4.0,7,summer,6919.0,63.0,22.2,0.0,12.6
1280,2003-07-04,Friday,0,119,142888,"['Eve', 'Ivy']",10,2,1200.7394957983192,0.0168067226890756,5.0,7,summer,6920.0,51.0,24.0,0.0,0.2
1281,2003-07-05,Saturday,0,295,353988,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Uma', 'Alice']",26,6,1199.9593220338984,0.0203389830508474,4.333333333333333,7,summer,6921.0,55.0,21.8,0.0,3.4
1282,2003-07-06,Sunday,0,283,339621,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Uma']",25,5,1200.0742049469964,0.0176678445229682,5.0,7,summer,6922.0,55.0,20.5,0.0,3.4
1283,2003-07-07,Monday,0,162,194414,"['Eve', 'Ivy', 'David']",14,3,1200.0864197530864,0.0185185185185185,4.666666666666667,7,summer,6923.0,61.0,20.8,0.0,12.9
1284,2003-07-08,Tuesday,0,119,142873,"['Eve', 'Ivy']",10,2,1200.6134453781513,0.0168067226890756,5.0,7,summer,6924.0,3.0,19.7,0.0,0.0
1285,2003-07-09,Wednesday,0,132,158493,"['Eve', 'Ivy', 'Alice']",11,3,1200.7045454545455,0.0227272727272727,3.6666666666666665,7,summer,6925.0,51.0,20.6,0.0,0.2
1286,2003-07-10,Thursday,0,145,174064,"['Eve', 'Ivy', 'Charlie']",13,3,1200.441379310345,0.0206896551724137,4.333333333333333,7,summer,6926.0,51.0,23.2,0.0,2.1
1287,2003-07-11,Friday,0,106,127187,"['Eve', 'David']",9,2,1199.877358490566,0.0188679245283018,4.5,7,summer,6927.0,61.0,25.9,0.0,9.5
1288,2003-07-12,Saturday,0,234,280828,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Alice']",21,5,1200.1196581196582,0.0213675213675213,4.2,7,summer,6928.0,53.0,24.0,0.0,2.1
1289,2003-07-13,Sunday,0,274,328785,"['Eve', 'Ivy', 'Mia', 'Quinn', 'David']",24,5,1199.9452554744526,0.0182481751824817,4.8,7,summer,6929.0,63.0,20.1,0.0,13.9
1290,2003-07-14,Monday,0,151,181120,"['Eve', 'Ivy', 'Charlie']",13,3,1199.4701986754967,0.0198675496688741,4.333333333333333,7,summer,6930.0,51.0,19.6,0.0,0.3
1291,2003-07-15,Tuesday,0,175,209910,"['Eve', 'Ivy', 'Mia']",15,3,1199.4857142857143,0.0171428571428571,5.0,7,summer,6931.0,3.0,21.2,0.0,0.0
1292,2003-07-16,Wednesday,0,171,205245,"['Eve', 'Ivy', 'Mia']",15,3,1200.2631578947369,0.0175438596491228,5.0,7,summer,6932.0,51.0,21.7,0.0,1.4
1293,2003-07-17,Thursday,0,122,146445,"['Eve', 'Ivy']",10,2,1200.3688524590164,0.0163934426229508,5.0,7,summer,6933.0,3.0,21.5,0.0,0.0
1294,2003-07-18,Friday,0,126,151248,"['Eve', 'Ivy', 'Alice']",11,3,1200.3809523809523,0.0238095238095238,3.6666666666666665,7,summer,6934.0,51.0,21.6,0.0,1.2
1295,2003-07-19,Saturday,0,274,328796,"['Eve', 'Ivy', 'Mia', 'Quinn', 'David']",24,5,1199.985401459854,0.0182481751824817,4.8,7,summer,6935.0,51.0,22.3,0.0,0.5
1296,2003-07-20,Sunday,0,252,302458,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Bob']",22,5,1200.2301587301588,0.0198412698412698,4.4,7,summer,6936.0,61.0,23.6,0.0,10.0
1297,2003-07-21,Monday,0,163,195524,"['Eve', 'Ivy', 'David']",14,3,1199.5337423312883,0.0184049079754601,4.666666666666667,7,summer,6937.0,53.0,22.3,0.0,3.3
1298,2003-07-22,Tuesday,0,112,134301,"['Eve', 'Ivy']",10,2,1199.1160714285713,0.0178571428571428,5.0,7,summer,6938.0,51.0,20.7,0.0,1.0
1299,2003-07-23,Wednesday,1,248,297653,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Bob']",22,5,1200.2137096774193,0.0201612903225806,4.4,7,summer,6939.0,63.0,20.0,0.0,24.1
1300,2003-07-24,Thursday,0,118,141582,"['Eve', 'Ivy']",10,2,1199.8474576271187,0.0169491525423728,5.0,7,summer,6940.0,53.0,23.0,0.0,1.1
1301,2003-07-25,Friday,0,133,159516,"['Eve', 'Ivy', 'Alice']",11,3,1199.3684210526317,0.0225563909774436,3.6666666666666665,7,summer,6941.0,55.0,22.6,0.0,13.0
1302,2003-07-26,Saturday,0,193,231550,"['Eve', 'Ivy', 'Mia', 'Bob']",17,4,1199.740932642487,0.0207253886010362,4.25,7,summer,6942.0,51.0,21.9,0.0,0.4
1303,2003-07-27,Sunday,0,300,360039,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Uma', 'Bob']",27,6,1200.13,0.02,4.5,7,summer,6943.0,3.0,20.8,0.0,0.0
1304,2003-07-28,Monday,0,125,150038,"['Eve', 'Ivy', 'Alice']",11,3,1200.304,0.024,3.6666666666666665,7,summer,6944.0,3.0,22.3,0.0,0.0
1305,2003-07-29,Tuesday,0,130,156086,"['Eve', 'Ivy', 'Alice']",11,3,1200.6615384615384,0.023076923076923,3.6666666666666665,7,summer,6945.0,53.0,24.1,0.0,2.7
1306,2003-07-30,Wednesday,0,152,182426,"['Eve', 'Ivy', 'Charlie']",13,3,1200.171052631579,0.0197368421052631,4.333333333333333,7,summer,6946.0,55.0,23.6,0.0,3.1
1307,2003-07-31,Thursday,0,167,200470,"['Eve', 'Ivy', 'Mia']",15,3,1200.4191616766468,0.0179640718562874,5.0,7,summer,6947.0,53.0,23.9,0.0,0.7
1308,2003-08-01,Friday,0,126,151156,"['Eve', 'Ivy', 'Alice']",11,3,1199.6507936507937,0.0238095238095238,3.6666666666666665,8,summer,6948.0,51.0,23.5,0.0,0.8
1309,2003-08-02,Saturday,0,258,309690,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Charlie']",23,5,1200.3488372093022,0.0193798449612403,4.6,8,summer,6949.0,51.0,26.0,0.0,0.4
1310,2003-08-03,Sunday,0,287,344390,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Uma']",25,5,1199.9651567944252,0.0174216027874564,5.0,8,summer,6950.0,3.0,26.4,0.0,0.0
1311,2003-08-04,Monday,0,114,136831,"['Eve', 'Ivy']",10,2,1200.2719298245613,0.0175438596491228,5.0,8,summer,6951.0,51.0,27.4,0.0,0.2
1312,2003-08-05,Tuesday,0,162,194498,"['Eve', 'Ivy', 'David']",14,3,1200.6049382716049,0.0185185185185185,4.666666666666667,8,summer,6952.0,63.0,26.7,0.0,18.5
1313,2003-08-06,Wednesday,0,139,166767,"['Eve', 'Ivy', 'Bob']",12,3,1199.7625899280577,0.0215827338129496,4.0,8,summer,6953.0,53.0,26.6,0.0,1.9
1314,2003-08-07,Thursday,0,168,201650,"['Eve', 'Ivy', 'Mia']",15,3,1200.297619047619,0.0178571428571428,5.0,8,summer,6954.0,51.0,26.5,0.0,0.3
1315,2003-08-08,Friday,0,139,166848,"['Eve', 'Ivy', 'Bob']",12,3,1200.3453237410072,0.0215827338129496,4.0,8,summer,6955.0,53.0,25.9,0.0,7.4
1316,2003-08-09,Saturday,0,287,344411,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Uma']",25,5,1200.0383275261324,0.0174216027874564,5.0,8,summer,6956.0,63.0,25.2,0.0,16.9
1317,2003-08-10,Sunday,0,218,261624,"['Eve', 'Ivy', 'Mia', 'David']",19,4,1200.1100917431193,0.018348623853211,4.75,8,summer,6957.0,51.0,27.0,0.0,0.6
1318,2003-08-11,Monday,0,158,189516,"['Eve', 'Ivy', 'David']",14,3,1199.4683544303798,0.0189873417721519,4.666666666666667,8,summer,6958.0,51.0,25.7,0.0,0.2
1319,2003-08-12,Tuesday,0,165,198036,"['Eve', 'Ivy', 'David']",14,3,1200.2181818181818,0.0181818181818181,4.666666666666667,8,summer,6959.0,61.0,23.9,0.0,14.8
1320,2003-08-13,Wednesday,0,106,127185,"['Eve', 'David']",9,2,1199.8584905660377,0.0188679245283018,4.5,8,summer,6960.0,63.0,21.6,0.0,15.5
1321,2003-08-14,Thursday,0,168,201684,"['Eve', 'Ivy', 'Mia']",15,3,1200.5,0.0178571428571428,5.0,8,summer,6961.0,65.0,19.4,0.0,77.0
1322,2003-08-15,Friday,0,165,198096,"['Eve', 'Ivy', 'David']",14,3,1200.581818181818,0.0181818181818181,4.666666666666667,8,summer,6962.0,63.0,19.3,0.0,55.6
1323,2003-08-16,Saturday,0,255,306062,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Bob']",22,5,1200.243137254902,0.0196078431372549,4.4,8,summer,6963.0,63.0,19.3,0.0,25.1
1324,2003-08-17,Sunday,0,274,328725,"['Eve', 'Ivy', 'Mia', 'Quinn', 'David']",24,5,1199.7262773722628,0.0182481751824817,4.8,8,summer,6964.0,63.0,20.4,0.0,15.5
1325,2003-08-18,Monday,0,150,179998,"['Eve', 'Ivy', 'Charlie']",13,3,1199.9866666666667,0.02,4.333333333333333,8,summer,6965.0,53.0,21.9,0.0,1.5
1326,2003-08-19,Tuesday,0,141,169215,"['Eve', 'Ivy', 'Bob']",12,3,1200.1063829787233,0.0212765957446808,4.0,8,summer,6966.0,51.0,21.2,0.0,0.1
1327,2003-08-20,Wednesday,0,134,160857,"['Eve', 'Ivy', 'Bob']",12,3,1200.4253731343283,0.0223880597014925,4.0,8,summer,6967.0,3.0,23.9,0.0,0.0
1328,2003-08-21,Thursday,0,110,132039,"['Eve', 'David']",9,2,1200.3545454545454,0.0181818181818181,4.5,8,summer,6968.0,51.0,25.8,0.0,0.1
1329,2003-08-22,Friday,0,108,129637,"['Eve', 'David']",9,2,1200.3425925925926,0.0185185185185185,4.5,8,summer,6969.0,51.0,26.4,0.0,0.3
1330,2003-08-23,Saturday,0,209,250896,"['Eve', 'Ivy', 'Mia', 'Charlie']",18,4,1200.4593301435407,0.0191387559808612,4.5,8,summer,6970.0,3.0,27.3,0.0,0.0
1331,2003-08-24,Sunday,0,284,340812,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Uma']",25,5,1200.0422535211267,0.0176056338028169,5.0,8,summer,6971.0,53.0,27.8,0.0,1.5
1332,2003-08-25,Monday,0,112,134492,"['Eve', 'Ivy']",10,2,1200.8214285714287,0.0178571428571428,5.0,8,summer,6972.0,51.0,26.9,0.0,0.3
1333,2003-08-26,Tuesday,0,144,172702,"['Eve', 'Ivy', 'Bob']",12,3,1199.3194444444443,0.0208333333333333,4.0,8,summer,6973.0,65.0,25.9,0.0,35.5
1334,2003-08-27,Wednesday,0,105,125927,"['Eve', 'David']",9,2,1199.304761904762,0.019047619047619,4.5,8,summer,6974.0,61.0,23.2,0.0,1.9
1335,2003-08-28,Thursday,0,137,164316,"['Eve', 'Ivy', 'Bob']",12,3,1199.3868613138686,0.0218978102189781,4.0,8,summer,6975.0,3.0,24.3,0.0,0.0
1336,2003-08-29,Friday,0,168,201630,"['Eve', 'Ivy', 'Mia']",15,3,1200.1785714285713,0.0178571428571428,5.0,8,summer,6976.0,51.0,26.7,0.0,0.3
1337,2003-08-30,Saturday,0,291,349122,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Uma', 'Alice']",26,6,1199.7319587628865,0.0206185567010309,4.333333333333333,8,summer,6977.0,53.0,23.0,0.0,0.6
1338,2003-08-31,Sunday,0,211,253244,"['Eve', 'Ivy', 'Mia', 'Charlie']",18,4,1200.2085308056871,0.0189573459715639,4.5,8,summer,6978.0,51.0,22.4,0.0,0.3
1339,2003-09-01,Monday,0,112,134319,"['Eve', 'Ivy']",10,2,1199.2767857142858,0.0178571428571428,5.0,9,autumn,6979.0,3.0,22.9,0.0,0.0
1340,2003-09-02,Tuesday,0,164,196836,"['Eve', 'Ivy', 'David']",14,3,1200.219512195122,0.0182926829268292,4.666666666666667,9,autumn,6980.0,3.0,26.1,0.0,0.0
1341,2003-09-03,Wednesday,0,130,156078,"['Eve', 'Ivy', 'Alice']",11,3,1200.6,0.023076923076923,3.6666666666666665,9,autumn,6981.0,61.0,26.5,0.0,7.4
1342,2003-09-04,Thursday,0,126,151197,"['Eve', 'Ivy', 'Alice']",11,3,1199.9761904761904,0.0238095238095238,3.6666666666666665,9,autumn,6982.0,51.0,23.1,0.0,0.2
1343,2003-09-05,Friday,0,133,159602,"['Eve', 'Ivy', 'Alice']",11,3,1200.015037593985,0.0225563909774436,3.6666666666666665,9,autumn,6983.0,3.0,23.6,0.0,0.0
1344,2003-09-06,Saturday,0,277,332404,"['Eve', 'Ivy', 'Mia', 'Quinn', 'David']",24,5,1200.014440433213,0.0180505415162454,4.8,9,autumn,6984.0,51.0,25.5,0.0,0.8
1345,2003-09-07,Sunday,0,188,225642,"['Eve', 'Ivy', 'Mia', 'Alice']",16,4,1200.223404255319,0.0212765957446808,4.0,9,autumn,6985.0,3.0,21.4,0.0,0.0
1346,2003-09-08,Monday,0,115,138054,"['Eve', 'Ivy']",10,2,1200.4695652173914,0.017391304347826,5.0,9,autumn,6986.0,3.0,23.7,0.0,0.0
1347,2003-09-09,Tuesday,1,174,208806,"['Eve', 'Ivy', 'Mia']",15,3,1200.0344827586207,0.0172413793103448,5.0,9,autumn,6987.0,3.0,26.3,0.0,0.0
1348,2003-09-10,Wednesday,0,104,124832,"['Eve', 'David']",9,2,1200.3076923076924,0.0192307692307692,4.5,9,autumn,6988.0,3.0,26.7,0.0,0.0
1349,2003-09-11,Thursday,0,109,130865,"['Eve', 'David']",9,2,1200.5963302752293,0.018348623853211,4.5,9,autumn,6989.0,53.0,27.1,0.0,1.5
1350,2003-09-12,Friday,0,157,188497,"['Eve', 'Ivy', 'David']",14,3,1200.6178343949045,0.019108280254777,4.666666666666667,9,autumn,6990.0,51.0,27.1,0.0,0.8
1351,2003-09-13,Saturday,0,282,338499,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Uma']",25,5,1200.3510638297873,0.0177304964539007,5.0,9,autumn,6991.0,3.0,27.1,0.0,0.0
1352,2003-09-14,Sunday,0,192,230476,"['Eve', 'Ivy', 'Mia', 'Bob']",17,4,1200.3958333333333,0.0208333333333333,4.25,9,autumn,6992.0,3.0,25.4,0.0,0.0
1353,2003-09-15,Monday,0,128,153606,"['Eve', 'Ivy', 'Alice']",11,3,1200.046875,0.0234375,3.6666666666666665,9,autumn,6993.0,51.0,24.8,0.0,0.1
1354,2003-09-16,Tuesday,0,121,145158,"['Eve', 'Ivy']",10,2,1199.6528925619834,0.0165289256198347,5.0,9,autumn,6994.0,3.0,22.7,0.0,0.0
1355,2003-09-17,Wednesday,0,122,146469,"['Eve', 'Ivy']",10,2,1200.5655737704917,0.0163934426229508,5.0,9,autumn,6995.0,51.0,24.0,0.0,0.7
1356,2003-09-18,Thursday,0,159,190805,"['Eve', 'Ivy', 'David']",14,3,1200.0314465408806,0.0188679245283018,4.666666666666667,9,autumn,6996.0,51.0,25.0,0.0,0.3
1357,2003-09-19,Friday,0,154,184835,"['Eve', 'Ivy', 'Charlie']",13,3,1200.2272727272727,0.0194805194805194,4.333333333333333,9,autumn,6997.0,63.0,25.5,0.0,18.1
1358,2003-09-20,Saturday,0,211,253276,"['Eve', 'Ivy', 'Mia', 'Charlie']",18,4,1200.3601895734598,0.0189573459715639,4.5,9,autumn,6998.0,63.0,18.3,0.0,55.4
1359,2003-09-21,Sunday,0,258,309647,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Charlie']",23,5,1200.1821705426357,0.0193798449612403,4.6,9,autumn,6999.0,63.0,15.2,0.0,73.9
1360,2003-09-22,Monday,0,123,147561,"['Eve', 'Ivy', 'Alice']",11,3,1199.6829268292684,0.024390243902439,3.6666666666666665,9,autumn,7000.0,61.0,14.1,0.0,4.2
1361,2003-09-23,Tuesday,0,149,178848,"['Eve', 'Ivy', 'Charlie']",13,3,1200.3221476510066,0.0201342281879194,4.333333333333333,9,autumn,7001.0,55.0,17.3,0.0,1.6
1362,2003-09-24,Wednesday,0,127,152410,"['Eve', 'Ivy', 'Alice']",11,3,1200.0787401574803,0.0236220472440944,3.6666666666666665,9,autumn,7002.0,61.0,17.7,0.0,10.7
1363,2003-09-25,Thursday,0,144,172837,"['Eve', 'Ivy', 'Bob']",12,3,1200.2569444444443,0.0208333333333333,4.0,9,autumn,7003.0,61.0,20.1,0.0,14.6
1364,2003-09-26,Friday,0,160,192093,"['Eve', 'Ivy', 'David']",14,3,1200.58125,0.01875,4.666666666666667,9,autumn,7004.0,51.0,21.4,0.0,0.7
1365,2003-09-27,Saturday,0,270,324074,"['Eve', 'Ivy', 'Mia', 'Quinn', 'David']",24,5,1200.2740740740742,0.0185185185185185,4.8,9,autumn,7005.0,51.0,20.2,0.0,0.2
1366,2003-09-28,Sunday,0,225,270003,"['Eve', 'Ivy', 'Mia', 'Quinn']",20,4,1200.0133333333333,0.0177777777777777,5.0,9,autumn,7006.0,3.0,18.8,0.0,0.0
1367,2003-09-29,Monday,0,167,200371,"['Eve', 'Ivy', 'Mia']",15,3,1199.8263473053892,0.0179640718562874,5.0,9,autumn,7007.0,51.0,18.0,0.0,1.6
1368,2003-09-30,Tuesday,0,166,199243,"['Eve', 'Ivy', 'David']",14,3,1200.2590361445782,0.0180722891566265,4.666666666666667,9,autumn,7008.0,3.0,15.6,0.0,0.0
1369,2003-10-01,Wednesday,0,174,208767,"['Eve', 'Ivy', 'Mia']",15,3,1199.8103448275863,0.0172413793103448,5.0,10,autumn,7009.0,3.0,18.3,0.0,0.0
1370,2003-10-02,Thursday,0,107,128425,"['Eve', 'David']",9,2,1200.233644859813,0.0186915887850467,4.5,10,autumn,7010.0,3.0,19.1,0.0,0.0
1371,2003-10-03,Friday,0,146,175180,"['Eve', 'Ivy', 'Charlie']",13,3,1199.86301369863,0.0205479452054794,4.333333333333333,10,autumn,7011.0,3.0,17.1,0.0,0.0
1372,2003-10-04,Saturday,0,228,273567,"['Eve', 'Ivy', 'Mia', 'Quinn']",20,4,1199.8552631578948,0.0175438596491228,5.0,10,autumn,7012.0,3.0,16.7,0.0,0.0
1373,2003-10-05,Sunday,0,285,341908,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Uma']",25,5,1199.677192982456,0.0175438596491228,5.0,10,autumn,7013.0,53.0,16.6,0.0,1.1
1374,2003-10-06,Monday,0,169,202774,"['Eve', 'Ivy', 'Mia']",15,3,1199.8461538461538,0.0177514792899408,5.0,10,autumn,7014.0,51.0,14.7,0.0,0.5
1375,2003-10-07,Tuesday,0,123,147548,"['Eve', 'Ivy', 'Alice']",11,3,1199.5772357723577,0.024390243902439,3.6666666666666665,10,autumn,7015.0,3.0,15.4,0.0,0.0
1376,2003-10-08,Wednesday,0,172,206451,"['Eve', 'Ivy', 'Mia']",15,3,1200.296511627907,0.0174418604651162,5.0,10,autumn,7016.0,3.0,14.2,0.0,0.0
1377,2003-10-09,Thursday,0,104,124860,"['Eve', 'David']",9,2,1200.576923076923,0.0192307692307692,4.5,10,autumn,7017.0,3.0,14.4,0.0,0.0
1378,2003-10-10,Friday,0,176,211251,"['Eve', 'Ivy', 'Mia']",15,3,1200.2897727272727,0.0170454545454545,5.0,10,autumn,7018.0,3.0,15.8,0.0,0.0
1379,2003-10-11,Saturday,0,249,298764,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Bob']",22,5,1199.855421686747,0.0200803212851405,4.4,10,autumn,7019.0,63.0,18.1,0.0,20.3
1380,2003-10-12,Sunday,0,244,292723,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Alice']",21,5,1199.6844262295083,0.0204918032786885,4.2,10,autumn,7020.0,63.0,20.5,0.0,2.9
1381,2003-10-13,Monday,0,147,176322,"['Eve', 'Ivy', 'Charlie']",13,3,1199.469387755102,0.0204081632653061,4.333333333333333,10,autumn,7021.0,65.0,18.8,0.0,26.7
1382,2003-10-14,Tuesday,0,151,181192,"['Eve', 'Ivy', 'Charlie']",13,3,1199.9470198675497,0.0198675496688741,4.333333333333333,10,autumn,7022.0,63.0,13.7,0.0,27.9
1383,2003-10-15,Wednesday,0,132,158372,"['Eve', 'Ivy', 'Alice']",11,3,1199.7878787878788,0.0227272727272727,3.6666666666666665,10,autumn,7023.0,51.0,14.6,0.0,0.1
1384,2003-10-16,Thursday,0,134,160847,"['Eve', 'Ivy', 'Bob']",12,3,1200.3507462686566,0.0223880597014925,4.0,10,autumn,7024.0,2.0,13.1,0.0,0.0
1385,2003-10-17,Friday,0,100,119940,"['Eve', 'David']",9,2,1199.4,0.02,4.5,10,autumn,7025.0,2.0,12.8,0.0,0.0
1386,2003-10-18,Saturday,0,206,247192,"['Eve', 'Ivy', 'Mia', 'Charlie']",18,4,1199.9611650485438,0.0194174757281553,4.5,10,autumn,7026.0,55.0,13.5,0.0,2.0
1387,2003-10-19,Sunday,0,256,307204,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Charlie']",23,5,1200.015625,0.01953125,4.6,10,autumn,7027.0,3.0,14.9,0.0,0.0
1388,2003-10-20,Monday,0,122,146350,"['Eve', 'Ivy']",10,2,1199.5901639344263,0.0163934426229508,5.0,10,autumn,7028.0,3.0,12.9,0.0,0.0
1389,2003-10-21,Tuesday,0,128,153666,"['Eve', 'Ivy', 'Alice']",11,3,1200.515625,0.0234375,3.6666666666666665,10,autumn,7029.0,63.0,15.8,0.0,15.3
1390,2003-10-22,Wednesday,0,172,206357,"['Eve', 'Ivy', 'Mia']",15,3,1199.75,0.0174418604651162,5.0,10,autumn,7030.0,61.0,16.4,0.0,6.2
1391,2003-10-23,Thursday,0,103,123592,"['Eve', 'David']",9,2,1199.9223300970873,0.0194174757281553,4.5,10,autumn,7031.0,53.0,14.6,0.0,1.4
1392,2003-10-24,Friday,0,131,157267,"['Eve', 'Ivy', 'Alice']",11,3,1200.5114503816794,0.0229007633587786,3.6666666666666665,10,autumn,7032.0,3.0,13.5,0.0,0.0
1393,2003-10-25,Saturday,0,283,339525,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Uma']",25,5,1199.7349823321554,0.0176678445229682,5.0,10,autumn,7033.0,3.0,14.1,0.0,0.0
